name,tier,activation,ranked,description,source
Hard-Boiled,3,False,False,"When your character makes a check to recover from strain at the end of an encounter (as described on page 117 of the GENESYS Core Rulebook), your character may make a Simple (–) Resilience check instead of Discipline or Cool. If your character does so, they heal 1 strain per [success] and 1 wound per [advantage].",SOTB
Heroic Resilience,3,False,True,"Immediately after being hit by an attack but before suffering damage, spend 1 Story Point to increase soak by ranks in Resilience.","FIB, DC"
Heroic Will,3,False,False,"When you purchase this talent for your character, choose two characteristics. You may spend a Story Point to use this talent to have your character ignore the effects of all Critical Injuries on any skill checks using those two characteristics until the end of the current encounter. (Your character still suffers the Critical Injuries; they just ignore the effects. See page 114.)",GCRB
Hindering Shot,3,False,True,"Spend a story point and increase the difficulty of next Gunnery check by 1. If check deals damage, target starship or vehicle suffers system strain equal to speed when it moves for a number of turns equal to ranks in Hindering Shot.",ND
Hold It Steady,3,False,False,"Before performing a Combat check using a weapon with the Auto-fire quality, your character may use this talent to use the Auto-fire quality without increasing the difficulty of the combat check. If they do so, each time they trigger an additional hit during the attack, they suffer 2 strain.",SOTB
Hunter's Quarry (Improved),3,False,False,Your character must have purchased the Hunter's Quarry talent to benefit from this talent. Suffer 2 strain to perform Hunter's Quarry action as a maneuver.,"ETU, SS"
Informant,3,False,False,"Once per session, may reveal a contact who can shed light on a chosen subject.","DA, ND"
Innate Focus,3,False,False,"While not using a magic implement, your character increases the base damage of all Attack spells they cast by 2. In addition, when casting a spell while not using a magic implement, your character may use this talent to decrease the difficulty of the check by one. If they do so, they increase the strain suffered for casting the spell by one.",GEPG
Inspiring Rhetoric (Improved),3,False,False,Your character must have purchased the Inspiring Rhetoric talent to benefit from this talent. Allies affected by your character's Inspiring Rhetoric add ■ to all skill checks they make for a number of rounds equal to your character's ranks in Leadership.,GCRB
Interjection,3,False,False,"After another character makes a social check, suffer 3 strain to take an interjection incidental make an Average (◆◆) Vigilance check to add [success] or [failure] equal to [success], and [advantage] or [threat] equal to [advantage] to the check.",DA
Intense Focus,3,False,False,Perform an Intense Focus maneuver; suffer 1 strain and upgrade the ability of the next skill check once.,"ABGR, ACRB, ECRB, DOH"
Intimidating,3,False,True,"May suffer a number of strain to downgrade difficulty of Coercion checks, or upgrade difficulty when targeted by Coercion checks, by an equal number. Strain suffered this way cannot exceed ranks in Intimidating.","ACRB, ECRB, FBGR, FCRB"
Iron Body,3,False,True,Remove ■ per rank of Iron Body from Coordination and Resilience checks. Reduce the critical rating of unarmed attacks by 1 per rank of Iron Body (to a minimum of 1).,ND
Jury Rigged,3,False,True,"The character chooses one personal weapon or piece of armor per rank of Jury Rigged. He may increase the damage of the weapon by one; decrease the [advantage] cost on its Critical rating, or any single other effect by one to a minimum of one; or increase armor's ranged or melee defense by one. Alternatively, he can decrease the encumbrance of the item by two to a minimum of one. The bonus only applies so long as the character is using the item. If the item is ever lost or destroyed, the character may apply Jury Rigged to a new personal weapon or piece or armor.","ACRB, EBGR, ECRB"
Justice of the Citadel,3,False,False,"Once per round on your character's turn, your character may suffer 3 strain to use this talent to add damage equal to their ranks in Discipline to one hit of a successful melee attack.",ROT
Larger Project,3,False,True,Your character must have purchased the Signature Vehicle talent to benefit from this talent. Signature Vehicle can have a silhouette 1 larger per rank of Larger Project,"SOT, SM"
Laugh It Off,3,False,False,"When your character is targeted by a social skill check they may use this talent to spend [threat] [threat] [threat] or [despair] to reduce any strain the check inflicts by a number equal to their ranks in Charm. If they do so, the character who targeted them suffers an amount of strain equal to the amount of strain reduced.",SOTB
Lethal Blows,3,False,True,Add +10 per rank of Lethal Blows to any Critical Injury results inflicted on opponents.,"ACRB, ECRB, SS"
Made You Talk,3,False,False,"Once per session, your character may make an opposed social check against a captured enemy within short range, adding ■ for every 2 strain the target has suffered in the encounter.",CAM
Martial Grace,3,False,False,"Once per round, the character may suffer 3 strain to add additional damage equal to ranks in Coordination to one hit of a successful Brawl combat Check.",KOF
Martial Weapons Master,3,False,False,"While armed with a Melee weapon, your character may use this talent to make an Average (◆◆) Melee check. If successful, your character may force one engaged target to either drop one weapon they are holding or move up to one range band in a direction of your choosing. ","If your character forces a named rival or nemesis into dangerous terrain (or off a ledge or cliff) using this talent, your GM can spend a Story Point to allow them to catch themselves at the edge and fall prone instead."
Master of Illusion,3,False,False,"After your character makes a successful Mask spell to create an illusion, you may spend a Story Point to have your character use this talent to make the illusion last until the end of the encounter, without performing concentrate maneuvers, and not need to remain within the spell's range after being cast. You may spend two Story Points to make the illusion last until the end of the session.",GEPG
Master of the Blade,3,False,False,"Your character must be a Hacan, a Letnev, or a N'orr or have allegiance to the Sardakk N'orr to benefit from this talent. Your character adds [failure] to the results of all combat checks targeting them while they are wielding a Melee weapon and engaged with multiple enemies (a single minion group counts as multiple enemies for the purposes of this talent).",EOTI
Mercantile Savant,3,False,False,"Your character must be a Naaz-Rokha or a Hacan or have allegiance to the Emirates of Hacan to benefit from this talent. Once per session, you may spend a Story Point to reduce the price of one item or service that your character is attempting to purchase by 50% or increase the monetary value of a mission reward by 50%.","The specifics of how your character accomplishes this is up to you and your GM but could include negotiation, calling in favors, or even intimidation."
Mind Bender,3,False,False,"Your character must be a Druaa or have allegiance to the Naalu Collective to benefit from this talent. Once per session, your character may spend a Story Point to use this talent to make an opposed Discipline versus Vigilance check targeting one creature within medium range. If successful, your character may cause the target to adopt an emotional state of your character's choice for the remainder of the current encounter (or one hour in narrative gameplay). Your character may spend [advantage] [advantage] or [triumph] to have the target unquestionably believe one piece of information of your character's choice for the remainder of the encounter, even if it is untrue. (Your character may do this multiple times, and they may even do this if the check fails.)","At the end of the current encounter, at your GM's discretion the target may or may not continue to believe any information inserted in their mind, depending on how outlandish it is in the face of reality. However, if the check fails with [triumph] [triumph] [triumph] or [despair], the target knows that someone attempted to manipulate their mind."
Natural,3,False,False,"When your character purchases this talent, choose two skills. Once per session, your character may use this talent to reroll one skill check that uses one of those two skills.",GCRB
Net Warrior,3,False,False,"While accessing a system using a brain-machine interface (BMI), your character may use this talent to make an opposed Computers (Hacking) versus Computers (Sysops) check targeting one other character on the system that they are aware of. The target suffers 1 strain per [success], and if they are using a BMI, they also suffer 1 wound per [success]. ",SOTB
Nimble,3,False,False,"At the start of your character's turn, you may spend one Story Point to use this talent to allow your character to perform a move maneuver as an incidental. (This does not count against the limit of two maneuvers per turn.) If you use this talent, your character can only perform one additional move maneuver during this turn.",SOTB
No Escape,3,False,False,May spend [advantage] [advantage] from a Coercion check or [threat] [threat] from a foe's Discipline check; that target cannot perform a free maneuver during his next turn.,KTP
Nobody's Fool,3,False,True,"May upgrade difficulty of incoming Charm, Coercion, or Deception checks once per rank of Nobody's Fool.","ACRB, ECRB, FCRB"
Not Evet in Death,3,False,False,"Your character must be a N'orr or a Shikrai or have allegiance to the Argent Flight or the Sardakk N'orr to benefit from this talent. When your character would be incapacitated by suffering wounds that exceed their wound threshold, you may spend a Story Point to have your character use this talent to immediately make a combat check with a weapon they are currently wielding.",EOTI
Opportunist,3,False,True,"When your character purchases this talent, choose one non-combat, non-magic skill. When you roll a check using this skill, you may suffer strain up to ranks in Opportunist to convert that many [success] into [advantage].",SM
Outside the Box,3,False,False,"Choose one characteristic when purchasing this talent. Once per session, make one skill check using that characteristic rather than the characteristic linked to that skill.",ACRB
Overwhelm Defenses,3,False,True,"Upon unsuccessful attack with a starship or vehicle weapon, may spend [advantage] [advantage] per rank of Overwhelm Defenses. Reduce the defense in the targeted zone by 1 for every [advantage] [advantage] spent.","ACRB, ND"
Painkiller Specialization,3,False,True,"When your character uses painkillers (or their equivalent, depending on the setting), the target heals one additional wound per rank of Painkiller Specialization. The sixth painkiller and beyond each day still has no effect.",GCRB
Parry (Improved),3,False,False,"Your character must have purchased the Parry talent to benefit from this talent. When your character suffers a hit from a melee combat check and uses Parry to reduce the damage from that hit, after the attack is resolved, you may spend d or hhh from the attacker's check to use this talent. Then, your character automatically hits the attacker once with a Brawl or Melee weapon your character is wielding. The hit deals the weapon's base damage, plus any damage from applicable talents or abilities. Your character can't use this talent if the original attack incapacitates them.",GCRB
Pin,3,False,False,Take Pin action; make an opposed Athletics check to immobilize an engaged opponent until the end of the character's next turn. Spend [triumph] to extend duration one round.,ETU
Plausible Deniability,3,False,False,Take a Plausible Deniability action makes a Hard (◆◆◆) Coercion check to convince one bystander equal to your Willpower to depart quietly.,DA
Primacy,3,False,False,"Your character must be a Letnev or a Winnu or have allegiance to the Barony of Letnev to benefit from this talent. Once per session when making a skill check not linked to Presence, your character may use this talent to upgrade the ability of the check a number of times equal to their Presence rating.",EOTI
Point Blank,3,False,True,Add 1 damage per rank of Point Blank to damage of one hit of successful attack while using Ranged (Heavy) or Ranged (Light) skills at short range or engaged.,"ABGR, ACRB, EBGR, ECRB"
Potent Concoctions,3,False,False,"When your character makes an Alchemy check that generates [triumph], roll an additional l and add its results to the pool, in addition to spending the [triumph] normally. When your character makes an Alchemy check that generates [despair], roll an additional l and add its results to the pool, in addition to spending the [despair] normally. Each of these effects can occur only once per check.",ROT
Powerful Blast,3,False,True,Increase Blast damage dealt by +1 per rank of Powerful Blast.,"ACRB, DC"
Precise Archery,3,False,False,"When making a Ranged combat check targeting a character engaged with one of your character's allies, downgrade the difficulty of the check once (thus negating the penalty for shooting at engaged targets).",ROT
Preemptive Avoidance,3,False,False,May spend 1 Story Point to disengage from engaged enemy as an out-of-turn incidental.,FCRB
Pressure Point,3,False,False,"When your character makes an unarmed Brawl check targeting a living opponent, they may use this talent to deal strain damage instead of wound damage and inflict additional strain damage equal to their ranks in Medicine.",ROT
Pride and Joy (Improved),3,False,False,"While inside your character's Pride and Joy, recover +1 strain whenever recovering strain and spend [advantage] on checks made to recover strain to allow an ally also within the vehicle to recover 1 strain.",DOR
Rapid Archery,3,False,False,"While your character is armed with a bow (or similar weapon, at your GM's discretion) they may suffer 2 strain to use this talent. During the next ranged combat check your character makes this turn, the bow gains the Linked quality with a value equal to their ranks in the Ranged skill.",GCRB
Raptor's Flight,3,False,False,"Your character must be a Druaa or Shikrai or have allegiance to the Argent Flight to benefit from this talent. Once per encounter while piloting a vehicle, your character may make a Hard (◆◆◆) Piloting check to use this talent. If successful, your character may change the speed of the vehicle they are piloting to any other speed the vehicle is capable of reaching. Your character can also spend [advantage] [advantage] from the results to increase the difficulty of combat checks targeting their vehicle by 1 and decrease the difficulty of combat checks made by themself or other occupants of their vehicle by 1 until the start of your character's next turn.",EOTI
Reflect (Improved),3,False,False,"Your character must have purchased the Reflect Talent to benefit from this talent. Your character may use reflect while wielding a melee weapon deemed appropriate by the GM. When reflecting a hit that generated [despair] or [threat] [threat] [threat] may hit one target in medium range with the same damage as the initial hit, after original attack resolves.","FBGR, FCRB"
Resist Questioning,3,False,False,"When targeted by an opposed social check, your character may suffer 2 strain as an out-of-turn incidental, adding ■ to the check. If the check fails, spend [despair] to indicate that your character has provided false or misleading information that the target believes to be truthful.",CAM
Resourceful Refit,3,False,False,"May perform the Resourceful Refit action, make an Average (◆◆) Mechanics check to scavenge an old attachment to construct a new one, reducing its price by that of the dismantled attachment.",SM
Scathing Tirade (Improved),3,False,False,Your character must have purchased the Scathing Tirade talent to benefit from this talent. Enemies affected by your character's Scathing Tirade add ■ to all skill checks they make for a number of rounds equal to your character's ranks in Coercion.,GCRB
Scything Strike,3,False,True,The character's unarmed Brawl attacks gain the Pierce quality with a rating equal to their ranks in Scything Strike.,KOF
Seize the Initiative,3,False,False,"Once per session, as a maneuver, may make a Hard (◆◆◆) Athletics check. On success, other PCs may take their turns immediately.",FIB
Sense Advantage,3,False,False,"Once per session, may add ■■ to 1 NPC's skill check.","FBGR, FCRB"
Share Pain,3,False,False,"May perform the Share Pain incidental when animal companion suffers wounds. Reduce wounds suffered to half, then character suffers wounds equal to number reduced.",FCRB
Shockwave,3,False,False,Your character treats Melee (Heavy) weapons as possessing the Blast item quality with a rating equal to your character's ranks in Melee (Heavy). Your character does not suffer damage from their weapon's Blast quality (but allies do!).,ROT
Shortcut (Improved),3,False,False,"Your character must have purchased the Shortcut talent to benefit from this talent. When engaging in a chase or race, may suffer 2 strain to add [success] equal to ranks in Shortcut to the check.","ND, EV, SS"
Skilled Teacher,3,False,True,"Before an ally within short range makes a skill check, if that ally has fewer ranks in that skill than your character does, your character may suffer a number of strain no greater than ranks in Skilled Teacher to add an equal number of [success] to the ally's check.",DOH
Smart Handling,3,False,False,"Once per session while aboard a ship of silhouette 4 or higher; your character may make a Smart Handling action, making a Hard (◆◆◆) Knowledge check. If successful, until the start of the next round, the ship's handling increases by two plus one per [advantage] scored on the check to a maximum handling of +4. [triumph] can be spent to extend the effect until the end of the encounter.",FO
Snare,3,False,False,"Once per session, your character may use this talent to make a Hard (◆◆◆) Computers (Sysops) check. If they succeed, once before the end of the encounter, you may spend a Story Point to force one character in the encounter to make a Daunting (◆◆◆◆) Vigilance check as an incidental. If they fail, they are staggered until the end of their next turn, plus one additional turn per [threat] [threat].",SOTB
Solo Flight,3,False,False,"Before making an Operating check, your character may use this talent to increase the difficulty of the check by 1 and use the Piloting skill to make the check, instead of the Operating skill. In addition, if the vehicle requires multiple pilots, your character may operate the vehicle alone when they use this talent.",EOTI
Sorry About the Mess,4,False,False,Decrease the Critical Rating of a weapon by 1 (to a minimum of 1) against targets that have not yet acted this encounter.,FC
Spec Ops Elimination,3,False,False,"Your character must be a Human or Yssaril or have allegiance to the Federation of Sol to benefit from this talent. After your character makes a successful combat check against a target who is unaware of their presence, your character may use this talent to inflict a Critical Injury on the target without spending [advantage] or [triumph]. Your character may still inflict only one Critical Injury per hit, but they may spend additional [advantage] equal to the attack's Critical rating or [triumph] to increase the severity of the Critical Injury as normal.",EOTI
Spur,3,False,False,Take a Spur action; make a Hard (◆◆◆) Riding check to increase a beast's top speed by 1. The beast suffers 2 strain every round it stays spurred.,SOT
Studious Plotting,3,False,False,"When making a Streetwise or Survival skill check to navigate, the character may use Intellect instead of Cunning.",SS
Stunning Blow (Improved),3,False,False,"Your character must have purchased the Stunning Blow talent to benefit from this talent. When dealing strain damage with Melee or Brawl checks, may spend [triumph] to stagger target for 1 round per [triumph].","ACRB, ECRB"
Sunder Expertise,3,False,False,"Each [advantage] your character spends to activate a weapon's Sunder quality damages the target item two steps, instead of one.",DOH
Suppressing Fire,3,False,True,"If your character does not make a combat check during their turn, they use this talent to target one character (or minion group) within long range. That character must upgrade the difficulty of any ranged combat checks they make once until the end of your character's next turn. Your character may choose to affect one additional character for each additional rank of Suppressing Fire.",Your character must be holding a ranged weapon to use this talent.
Takedown,3,False,False,"Your character may use this talent to make an opposed Brawl versus Resilience check targeting one engaged opponent. If the check succeeds, the target is knocked prone and is immobilized until the end of your character's next turn. If the target is a minion or rival, your character can spend [triumph] to incapacitate (but not kill) the target instead.",SOTB
Time to Go (Improved),3,False,False,"Your character must have purchased the Time to Go talent to benefit from this talent. When activating Time to Go, allow 1 engaged ally to also perform an out of turn Move maneuver as an incidental to attempt to move into cover or out of the blast range of a weapon or explosion.","ACRB, DC"
Toughened (Improved),3,False,False,"Once per session, the character may heal a number of wounds equal to their ranks in Toughened.",KOF
Tricky Target,3,False,False,Count vehicle or starship piloted as having a silhouette 1 lower when being attacked.,"ABGR, ACRB, ECRB, FCRB"
Trust the Captain,3,False,True,"Make a Hard (◆◆◆) Leadership check. If successful, for the rest of the encounter allies within short range increase their ranks in Discipline by an amount equal to ranks in Trust the Captain.",DOR
Tuned Maneuvering Thrusters,3,False,True,Your character must have purchased the Signature Vehicle talent to benefit from this talent. Increase the handling of Signature Vehicle by 1 per rank of Tuned Maneuvering Thrusters.,SOT
Twisted Words,3,False,False,"When an incoming social check generates [threat] [threat] or [despair], may suffer 1 strain as an incidental to inflict strain equal to ranks in Coercion on speaker.",DA
Undercity Contacts (Improved),3,False,False,"Your character must have purchased the Undercity Contacts talent to benefit from this talent. When you use Undercity Contacts, you may choose to spend two Story Points instead of one. If you do, your character learns the target's specific location. ",SOTB
University Training,3,False,False,"Your character must be a Hylar or have allegiance to the Universities of Jol-Nar to benefit from this talent. Once per encounter, your character may use this talent to make a check with a skill that is linked to Intellect as a maneuver, rather than an action, and add [success] to the results.",EOTI
Unremarkable (Improved),3,False,False,Your character may extend the effects of Unremarkable talent to a number of allies within short range equal to your character's ranks in Deception.,CAM
Up the Ante,3,False,True,"When gambling, win 10% more credits per rank of Up the Ante.",FC
Valuable Facts,3,False,False,"Once per encounter, perform a Valuable Facts action: make an Average (◆◆) Knowledge check. If successful, add [triumph] to one ally's skill check during the encounter.","DA, FBGR, FCRB"
Well Rounded,3,False,False,Choose any 2 non-magic skills. They permanently become career skills.,"ACRB, EBGR, ECRB, FBGR, FCRB"
You Owe Me One,3,False,False,"Once per session, you may spend two Story Points to use this talent to have one NPC in the current encounter owe your character a favor. If the favor is not resolved by the end of the encounter, it is forgotten.",It's up to you and your GM to determine exactly why the NPC owes your character a favor.
A Step Ahead,4,False,False,"Once per session, your character may suffer 2 strain in order to count their Cunning as 1 higher than normal for the remainder of the encounter.",CAM
AetherSprite (Supreme),4,False,False,"Your character must have purchased the Aethersprite talent to benefit from this talent. If your character made a successful Aethersprite check during the current encounter, your character may use this talent to make a Hard (◆◆◆) Computers check. If they succeed, they falsify a major distraction in the system. The particulars of the distraction are up to you and your GM, but they should be significant enough that any opponents ignore your characters and leave key installations unguarded or unlocked as they work furiously to deal with the distraction or flee for their lives. (Examples might include a major reactor meltdown, an enemy battlefleet entering local space, or poisonous nerve gas being leaked into the facility.)","At your GM's discretion, certain actions that your character undertakes may cause opponents to attempt to deal with them, such as actively attacking an opponent or shouting that your character is the one who initiated the distraction."
Analyze Data,4,False,False,"Once per session, after capturing or stealing data about an opponent, your character may make an Average (◆◆) Knowledge check to determine its value. If successful, once before the end of the session your character may add automatic s equal to their ranks in Knowledge to one check related to the captured data. The GM has the final say on what checks are related to the data.",CAM
Back-to-Back,4,False,False,"While engaged with one or more allies, your character and allies they are engaged with add ■ to combat checks. If one or more allies engaged with your character also have Back-to-Back, the effects are cumulative to a maximum of ■■.",ROT
Beam Fighter,4,False,False,"While using a beam weapon with the Pierce item quality, your character may use this talent to cause the weapon to lose that quality. If they do, after your character makes a ranged combat check before the end of their turn, they may assign a number of additional hits from their weapon equal to the value of the Pierce item quality that the weapon lost. Each hit deals damage equal to the weapon's base damage plus the number of [success] scored on the check.",Each hit must be assigned to a different target within short range of another target (each minion in a minion group counts as a target for the purposes of this talent).
Better Luck Next Time,4,False,False,Take a Better Luck Next Time action; make a Hard (◆◆◆) Cool check to force a competitor to suffer a major misfortune.,EV
Bodyguard (Improved),4,False,False,"Your character must have purchased the Bodyguard talent to benefit from this talent. Once per session, when an ally protected by the Bodyguard maneuver suffers a hit, suffer the hit instead.","LBE, FIB, EBGR, FCRB"
Bolstered Armor,4,False,True,Your character must have purchased the Signature Vehicle talent to benefit from this talent. Increase the armor value of Signature Vehicle by 1 per rank of Bolstered Armor.,SOT
Brilliant Evasion,4,False,False,"Once per vehicle encounter, your character may take Brilliant Evasion action. Select 1 opponent and make an opposed Driving or Piloting check to stop opponent from attacking character for rounds equal to Agility.","ACRB, ECRB"
Burn Through,4,False,False,"After making a successful break ice action, your character may suffer 3 strain to use this talent. If they do, they may perform a second override ice action on the same system as an incidental. ",SOTB
By the Book,4,False,True,"Once per encounter, before making a combat check, suffer 2 strain to add [advantage] to the results equal to ranks in By the Book.",DOR
Can't We Talk About This?,4,False,False,"Your character can use this talent to make an opposed Charm or Deception versus Discipline check targeting a single non-nemesis adversary within medium range. If the check succeeds, the target cannot attack your character (or perform hostile actions against your character) until the end of their next turn. You may spend [advantage] [advantage] to increase the length of the effect by one additional turn and spend [triumph] to extend the benefits to all of their identified allies within short range. The effect ends immediately if your character or a known ally attacks the target. In addition, your GM may rule that some targets are immune to this ability. An automated sentry turret, for example, has no interest in resolving a conflict through talking, nor would someone consumed by rage and the desire for revenge against your character.",GCRB
Capital Sendoff (Improved),4,False,False,"Your character must have purchased the Capital Sendoff talent to benefit from this talent. When performing a Capital Sendoff, the targets suffer a major collision instead.",SOT
Careful Planning,4,False,False,"Once per session, may introduce a ""fact"" into the narrative as if a Story Point had been spent.","ACRB, KTP"
Center of Being (Improved),4,False,False,Suffer 1 Strain to use a Center of Being maneuver as an incidental.,FCRB
Combat Command,4,False,False,"When your character makes a check to determine Initiative order (as described on page 95 of the Genesys Core Rulebook),they may make a Simple (–) Leadership check instead of using Cool or Vigilance. If your character does so, they may spend [triumph] from the check to add [success] to the results of all allies' checks made during the first round of the combat encounter.","Your GM may determine that you cannot use this talent if your character is in no logical position to give orders, such as if they have no means of communicating with allies or are working with individuals who have no interest in listening to your character."
Commanding Presence,4,False,False,"Once per session, may take Commanding Presence action; make an opposed Cool versus Discipline check to force target to leave the encounter.",LBE
Comrades in Arms,4,False,False,"Once per encounter, make a Hard (◆◆◆) Discipline Check. If successful, your character plus one ally per [success] within medium range gains +1 defense for the remainder of the encounter. Effects end if affected targets move beyond medium range.",DOR
Conduit,4,False,False,"Once per encounter, your character may spend a Story Point to perform a magic action as a maneuver.",ROT
Deadeye,4,False,False,"After your character inflicts a Critical Injury with a ranged weapon and rolls the result, your character may suffer 2 strain to use this talent. Then, you may select any Critical Injury of the same severity to apply to the target instead.",GCRB
Deadly Accuracy,4,False,True,"When acquired, choose 1 combat skill. Add damage equal to ranks in that skill to one hit of successful attack made using that skill. May not choose the same skill more than once.","ABGR, ACRB, ECRB"
Death Rage,4,False,False,Your character adds +2 damage to melee attacks for each Critical Injury they are currently suffering. (Your GM may also impost additional penalties on social skill checks your character makes if they are suffering Critical Injuries due to their frenzied behavior.),ROT
Defensive,4,False,True,Each rank of Defensive talent increases your character's melee defense and ranged defense by one.,GCRB
Defensive Driving,4,False,True,"Increase the defense of any vehicle your character pilots by one per rank of Defensive Driving. The specifics of this talent require the optional vehicle rules, on page 220. If your game does not use these rules, this talent adds ■ per rank to combat checks targeting your character's vehicle or your character while piloting it.",GCRB
Deflection,4,False,False,"Your character must have purchased the Reflect talent to benefit from this talent. After using Reflect, may spend 1 Story Point to perform Move maneuver as out-of-turn incidental to close distance with or engage opponent.",FCRB
Discredit,4,False,False,"Once per encounter, take the Discredit action, make a Hard (◆◆◆) Deception check to upgrade the difficulty of one character's social checks once, plus one for every [advantage] [advantage], until the end of the encounter.",DA
Distracting Behavior (Improved),4,False,False,Your character must have purchased the Distracting Behavior talent to benefit from this talent. The Distracting Behavior maneuver inflicts [threat] [threat] on NPC's checks when NPC's target character's allies.,FH
Dodge (Improved),4,False,False,"When the character performs the Dodge incidental, the character may make a Move maneuver as an out of turn incidental after the triggering attack has been resolved.",KOF
Don't Shoot!,4,False,False,"Once per session as an action, make a Hard (◆◆◆) Charm check. On a success, cannot be target of combat checks until the end of the encounter or until making a combat check.",FC
Dormant Personality Overlay,4,False,False,"When your character purchases this talent, select three skills that your character has one or no ranks in. Once per session, you may spend a Story Point to have your character use this talent. Until the end of the current encounter, they count as having four ranks in each of the selected skills and one fewer rank in all other skills. They also suffer 1 strain at the beginning of each of their turns. If they are incapacitated, the effects of this talent end.","At your discretion, your character may also undergo some narrative personality shifts, such as not recognizing friends and family, behaving coldly and logically instead of in a friendly and relaxed manner, or constantly muttering a coded phrase under their breath."
Double or Nothing (Improved),4,False,False,"Your character must have purchased the Double or Nothing talent to benefit from this talent. When performing the Double or Nothing incidental, after canceling opposing symbols, also double the amount of remaining [success].",FC
Double-Talk,4,False,False,Spend [advantage] [advantage] or [triumph] from a successful Charm or Deception check to disorient a number of opponents within short range equal to your character's Presence for the remainder of the round and the next two rounds.,DOR
Elementary,4,False,False,"Once per session, your character may use this talent to make a Hard (◆◆◆) Perception check while present at a crime scene. If they succeed, they identify all prominent physical characteristics of one person who was at the crime scene when the crime was committed (as long as the crime was committed in the past 48 hours). This could include a person's height, weight, body type, clothing, and if they are human or not. Your character may identify all the physical characteristics of one additional person present at the crime scene per additional [success].",SOTB
Elementalist (Supreme),4,False,False,"Your character must have purchased the Elementalist talent to benefit from this talent. When your character casts an Augment, Barrier, or Transform spell, they may use this talent to choose to have the targets of the spell gain the ability your character gained when they purchased the Elementalist (Improved) talent for the duration of the spell.",GEPG
Enduring,4,False,True,Each rank of Enduring increases your character's soak value by one.,GCRB
Field Commander (Improved),4,False,False,"Your character must have purchased the Field Commander talent to benefit from this talent. When your character uses the Field Commander talent, your character affects a number of allies equal to twice the character's Presence. In addition, you may spend [triumph] to allow one ally to suffer 1 strain to perform an action, instead of a maneuver.",GCRB
Flicker Step,4,False,False,"When your character casts a spell using the Arcana skill, they may use this talent to spend [advantage] [advantage] [advantage] or [triumph] to instantly vanish and reappear at any location within long range.",GEPG
Fly Quiet,4,False,False,"Once per encounter while controlling a spaceship, your character may use this talent to make a Hard (◆◆◆) Piloting or Operating check (depending on the skill needed to control the vehicle). If the check is successful, the ship vanishes from sensors and cannot be located unless it fires weapons, broadcasts a signal, or performs another activity that reasonably allows others to spot it, or unless an opponent aboard another starship with sensors makes a successful opposed Computers versus Piloting or Operating check targeting your character.",EOTI
Formation Tactics (Improved),4,False,False,Reduce the difficulty of Formation Tactics to average. Spend [triumph] or [advantage] [advantage] [advantage] [advantage] [advantage] [advantage] to have the effect last until the end of the encounter.,DOR
Fortune Favors the Bold,4,False,False,"Once per session as an incidental, suffer 2 strain to flip one GM Story Point to a Player Story Point.",FC
Full Throttle (Improved),4,False,False,Your character must have purchased the Full Throttle talent to benefit from this talent. Suffer 1 strain to attempt Full Throttle as a maneuver and decrease its difficulty to Average (◆◆).,"ABGR, ACRB, EBGR, ECRB, EV"
Future Sight,4,False,False,"Your character must have allegiance to the Nomad to benefit from this talent. Once per session, after performing an action (and seeing the results of any check made as a part of that action), your character may use this talent to cancel the results of that action and perform a different action instead. (Narratively, the first action did not occur, and your character only performed the second action.)",EOTI
Holistic Navigation,4,False,False,"When making an Astrocartography skill check, the character may spend one Story Point to remove [despair], or to remove [threat] equal to his ranks in Perception.",SS
How Convenient!,4,False,False,"Once per session, your character may use this talent to make a Hard (◆◆◆) Mechanics check. If successful, one device involved in the current encounter (subject to your GM's approval) spontaneously fails. This can be because of your character's actions, or it can simply be incredibly convenient timing!",GCRB
Improvised Position,4,False,False,Your character may make a Hard (◆◆◆) Mechanics check and spends 12 hours constructing a secure position that can contain the group and its vehicles. The sum of its vehicle's silhouettes must be 4 or less. The position provides cover and can have additional narrative benefits at the GM's discretion. Your character can spend [advantage] [advantage] or [triumph] from the check to increase the ranged defense the position provides to 2.,FO
In the Know,4,False,False,"Once per session, make an opposed Deception vs Vigilance check with the difficulty downgraded a number of times equal to your ranks in deception to have a target NPC believe specific false intelligence.",DA
Incite Distraction,4,False,False,"While in a crowd or populated area, your character may make an Average (◆◆) Deception check. If successful, enemies treat the area as difficult terrain for the remainder of the encounter. Your character may spend [triumph] to make the location impassable terrain to them instead.",CAM
Incite Rebellion,4,False,False,"Once per session, may take an Incite Rebellion action; make a Hard (◆◆◆) Coercion check to cause a number of beings up to ranks in Coercion to become rebellious until the end of the encounter.",ACRB
Inspiring Rhetoric (Supreme),4,False,False,"Your character must have purchased the Inspiring Rhetoric talent to benefit from this talent. Your character may choose to suffer 1 strain to use the Inspiring Rhetoric talent as a maneuver, instead of as an action.",GCRB
It's Not that Bad,4,False,False,"Once per session when an ally would suffer a Critical Injury, may take an It's Not That Bad action; make a Hard (◆◆◆) Medicine check to stop the ally from gaining the Critical Injury.",ACRB
Lose Them,4,False,False,"When being followed or chased, your character may make a Hard (◆◆◆) Stealth check. If successful, they add ■■ to checks to follow them for the remainder of the encounter and may spend a [triumph] to lose their pursuers completely.",CAM
